Transcript Id,Gene Id(name),Mirna Name,miTG score
ENSMUST00000049784,ENSMUSG00000061911 (Myt1l),mmu-miR-200a-3p,0.999966833091214
UTR3,12:29920538-29920559,0.0372415937989314
UTR3,12:29920566-29920587,0.139799096090614
UTR3,12:29921363-29921386,0.0022353570542157
ENSMUST00000102611,ENSMUSG00000020900 (Myh10),mmu-miR-200a-3p,0.999966799530852
UTR3,11:68816090-68816105,0.089339475959465
UTR3,11:68816288-68816314,0.0899200409616311
ENSMUST00000090464,ENSMUSG00000033502 (Cdc14a),mmu-miR-200a-3p,0.999957771847699
UTR3,3:116274369-116274389,0.175328271734424
ENSMUST00000106132,ENSMUSG00000028849 (Map7d1),mmu-miR-200a-3p,0.999945716712746
UTR3,4:126232218-126232240,0.171223630328266
ENSMUST00000165307,ENSMUSG00000015749 (Anp32e),mmu-miR-200a-3p,0.999944134441866
UTR3,3:95946404-95946421,0.0019670651055164
UTR3,3:95947253-95947267,0.168786950507265
ENSMUST00000068415,ENSMUSG00000026872 (Zeb2),mmu-miR-200a-3p,0.999839316930847
UTR3,2:44988500-44988528,0.0115309827639701
UTR3,2:44988357-44988369,0.098608356716305
UTR3,2:44987826-44987850,0.0267040449998288
UTR3,2:44987784-44987799,0.0378459088592632
UTR3,2:44986810-44986834,0.00252456548667533
UTR3,2:44984404-44984425,0.00567087749544467
UTR3,2:44996658-44996679,0.0206234637763553
UTR3,2:44996365-44996390,0.025492428416953
ENSMUST00000099761,ENSMUSG00000061080 (Lsamp),mmu-miR-200a-3p,0.999785161718465
UTR3,16:42178304-42178323,0.00544802096116884
UTR3,16:42181307-42181329,0.14328911684726
ENSMUST00000091471,ENSMUSG00000021779 (Thrb),mmu-miR-200a-3p,0.999719543887624
UTR3,14:18034387-18034414,0.00178659343537742
UTR3,14:18036923-18036948,0.00496256217662262
UTR3,14:18037388-18037405,0.00559102854676183
UTR3,14:18037845-18037870,0.132039700425383
ENSMUST00000094609,ENSMUSG00000049690 (Nckap5),mmu-miR-200a-3p,0.999635734376348
UTR3,1:125914094-125914121,0.00331720411555585
UTR3,1:125913775-125913793,0.136787921627635
